"","artist","album","track_n","line","lyric","track_title"
"1676","Taylor Swift","1989",5,12,"now that it just too late","All You Had to Do Was Stay"
"1677","Taylor Swift","1989",5,13,"well  could have been easy","All You Had to Do Was Stay"
"1678","Taylor Swift","1989",5,14,"all you had to do was  stay ","All You Had to Do Was Stay"
"1679","Taylor Swift","1989",5,15,"all you had to do was  stay ","All You Had to Do Was Stay"
"1680","Taylor Swift","1989",5,16,"all you had to do was  stay ","All You Had to Do Was Stay"
"1681","Taylor Swift","1989",5,17,"all you had to do was  stay ","All You Had to Do Was Stay"
"1682","Taylor Swift","1989",5,18,"all you had to do was stay","All You Had to Do Was Stay"
"1683","Taylor Swift","1989",6,1,"i stay out too late","Shake It Off"
"1684","Taylor Swift","1989",6,2,"got nothing in my brain","Shake It Off"
"1685","Taylor Swift","1989",6,3,"that what people say  mmm mmm","Shake It Off"
"1686","Taylor Swift","1989",6,4,"that what people say  mmm mmm","Shake It Off"
"1687","Taylor Swift","1989",6,5,"i go on too many dates","Shake It Off"
"1688","Taylor Swift","1989",6,6,"but i can not make them stay","Shake It Off"
"1689","Taylor Swift","1989",6,7,"at least that what people say  mmm mmm","Shake It Off"
"1690","Taylor Swift","1989",6,8,"that what people say  mmm mmm","Shake It Off"
"1691","Taylor Swift","1989",6,9,"but i keep cruisin can not stop  will not stop movin it like i got this music in my mind","Shake It Off"
"1692","Taylor Swift","1989",6,10,"sayin  it gonna be alright","Shake It Off"
"1693","Taylor Swift","1989",6,11," cause the players gonna play  play  play  play  play","Shake It Off"
"1694","Taylor Swift","1989",6,12,"and the haters gonna hate  hate  hate  hate  hate","Shake It Off"
"1695","Taylor Swift","1989",6,13,"baby  i am just gonna shake  shake  shake  shake  shake","Shake It Off"
"1696","Taylor Swift","1989",6,14,"i shake it off  i shake it off","Shake It Off"
"1697","Taylor Swift","1989",6,15,"heartbreakers gonna break  break  break  break  break","Shake It Off"
"1698","Taylor Swift","1989",6,16,"and the fakers gonna fake  fake  fake  fake  fake","Shake It Off"
"1699","Taylor Swift","1989",6,17,"baby  i am just gonna shake  shake  shake  shake  shake","Shake It Off"
"1700","Taylor Swift","1989",6,18,"i shake it off  i shake it off","Shake It Off"
"1701","Taylor Swift","1989",7,1,"it 2am in your car","I Wish You Would"
"1702","Taylor Swift","1989",7,2,"windows down  you pass my street  the memories start","I Wish You Would"
"1703","Taylor Swift","1989",7,3,"you say it in the past  you drive straight ahead","I Wish You Would"
"1704","Taylor Swift","1989",7,4,"you are thinking that i hate you now cause you still do not know what i never said","I Wish You Would"
"1705","Taylor Swift","1989",7,5,"i wish you would come back","I Wish You Would"
"1706","Taylor Swift","1989",7,6,"wish i never hung up the phone like i did  iwish you knew that","I Wish You Would"
"1707","Taylor Swift","1989",7,7,"i would never forget you as long as i live  and iwish you were right here  right now  it all good","I Wish You Would"
"1708","Taylor Swift","1989",7,8,"i wish you would","I Wish You Would"
"1709","Taylor Swift","1989",7,9,"it 2 am in my room","I Wish You Would"
"1710","Taylor Swift","1989",7,10,"headlights pass the window pane","I Wish You Would"
"1711","Taylor Swift","1989",7,11,"i think of you","I Wish You Would"
"1712","Taylor Swift","1989",7,12,"we are a crooked love in a straight line down","I Wish You Would"
"1713","Taylor Swift","1989",7,13,"makes you want to run and hide","I Wish You Would"
"1714","Taylor Swift","1989",7,14,"but it makes you turn right back around","I Wish You Would"
"1715","Taylor Swift","1989",7,15,"i wish you would come back","I Wish You Would"
"1716","Taylor Swift","1989",7,16,"wish i never hung up the phone like i did  iwish you knew that","I Wish You Would"
"1717","Taylor Swift","1989",7,17,"i would never forget you as long as i live  and iwish you were right here  right now  it all good","I Wish You Would"
"1718","Taylor Swift","1989",7,18,"i wish you would","I Wish You Would"
"1719","Taylor Swift","1989",7,19,"i wish we could go back","I Wish You Would"
"1720","Taylor Swift","1989",7,20,"and remember what we were fighting for  and iwish you knew that","I Wish You Would"
"1721","Taylor Swift","1989",7,21,"i miss you too much to be mad anymore  and iwish you were right here  right now  it all good","I Wish You Would"
"1722","Taylor Swift","1989",7,22,"i wish you would","I Wish You Would"
"1723","Taylor Swift","1989",8,1," cause baby  now we have got bad blood","Bad Blood"
"1724","Taylor Swift","1989",8,2,"you know it used to be mad love","Bad Blood"
"1725","Taylor Swift","1989",8,3,"so take a look what you have done cause baby  now we have got bad blood  hey now we have got problems","Bad Blood"
"1726","Taylor Swift","1989",8,4,"and i do not think we can solve  em","Bad Blood"
"1727","Taylor Swift","1989",8,5,"you made a really deep cut","Bad Blood"
"1728","Taylor Swift","1989",8,6,"and baby  now we have got bad blood  hey ","Bad Blood"
"1729","Taylor Swift","1989",8,7,"did you have to do this ","Bad Blood"
"1730","Taylor Swift","1989",8,8,"i was thinking that you could be trusted","Bad Blood"
"1731","Taylor Swift","1989",8,9,"did you have to ruin what was shiny ","Bad Blood"
"1732","Taylor Swift","1989",8,10,"now it all rusted","Bad Blood"
"1733","Taylor Swift","1989",8,11,"did you have to hit me where i am weak ","Bad Blood"
"1734","Taylor Swift","1989",8,12,"baby  i could not breathe","Bad Blood"
"1735","Taylor Swift","1989",8,13,"and rub it in so deep","Bad Blood"
"1736","Taylor Swift","1989",8,14,"salt in the wound like you are laughing right at me","Bad Blood"
"1737","Taylor Swift","1989",8,15,"oh  it so sad to","Bad Blood"
"1738","Taylor Swift","1989",8,16,"think about the good times","Bad Blood"
"1739","Taylor Swift","1989",8,17,"you and i","Bad Blood"
"1740","Taylor Swift","1989",8,18," cause baby  now we have got bad blood","Bad Blood"
"1741","Taylor Swift","1989",8,19,"you know it used to be mad love","Bad Blood"
"1742","Taylor Swift","1989",8,20,"so take a look what you have done cause baby  now we have got bad blood  hey now we have got problems","Bad Blood"
"1743","Taylor Swift","1989",8,21,"and i do not think we can solve  em","Bad Blood"
"1744","Taylor Swift","1989",8,22,"you made a really deep cut","Bad Blood"
"1745","Taylor Swift","1989",8,23,"and baby  now we have got bad blood  hey ","Bad Blood"
"1746","Taylor Swift","1989",9,1,"he said   let get out of this town","Wildest Dreams"
"1747","Taylor Swift","1989",9,2,"drive out of this city  away from the crowds i thought   heaven can not help me now nothing lasts forever","Wildest Dreams"
"1748","Taylor Swift","1989",9,3,"but this is gonna take me down","Wildest Dreams"
"1749","Taylor Swift","1989",9,4,"he so tall and handsome as hell","Wildest Dreams"
"1750","Taylor Swift","1989",9,5,"he so bad  but he does it so well","Wildest Dreams"
"1751","Taylor Swift","1989",9,6,"i can see the end as it begins","Wildest Dreams"
"1752","Taylor Swift","1989",9,7,"my one condition is","Wildest Dreams"
"1753","Taylor Swift","1989",9,8,"say you will remember me","Wildest Dreams"
"1754","Taylor Swift","1989",9,9,"standin  in a nice dress","Wildest Dreams"
"1755","Taylor Swift","1989",9,10,"starin  at the sunset  babe","Wildest Dreams"
"1756","Taylor Swift","1989",9,11,"red lips and rosy cheeks","Wildest Dreams"
"1757","Taylor Swift","1989",9,12,"say you will see me again","Wildest Dreams"
"1758","Taylor Swift","1989",9,13,"even if it just in your","Wildest Dreams"
"1759","Taylor Swift","1989",9,14,"wildest dreams  ah  ha","Wildest Dreams"
"1760","Taylor Swift","1989",9,15,"wildest dreams  ah  ha","Wildest Dreams"
"1761","Taylor Swift","1989",9,16,"i said   no one has to know what we do his hands are in my hair  his clothes are in my room","Wildest Dreams"
"1762","Taylor Swift","1989",9,17,"and his voice is a familiar sound","Wildest Dreams"
"1763","Taylor Swift","1989",9,18,"nothin  lasts forever","Wildest Dreams"
"1764","Taylor Swift","1989",9,19,"but this is gettin  good now","Wildest Dreams"
"1765","Taylor Swift","1989",10,1,"oh  oh  oh","How You Get the Girl"
"1766","Taylor Swift","1989",10,2,"oh  oh  oh","How You Get the Girl"
"1767","Taylor Swift","1989",10,3,"oh oh  oh oh","How You Get the Girl"
"1768","Taylor Swift","1989",10,4,"stand there like a ghost","How You Get the Girl"
"1769","Taylor Swift","1989",10,5,"shaking from the rain  rain","How You Get the Girl"
"1770","Taylor Swift","1989",10,6,"she will open up the door and say   are you insane  say it been a long six months","How You Get the Girl"
"1771","Taylor Swift","1989",10,7,"and you were too afraid to tell her what you want  want","How You Get the Girl"
"1772","Taylor Swift","1989",10,8,"and that how it works","How You Get the Girl"
"1773","Taylor Swift","1989",10,9,"that how you get the girl","How You Get the Girl"
"1774","Taylor Swift","1989",10,10,"and then  you say","How You Get the Girl"
"1775","Taylor Swift","1989",10,11,"i want you for worse or for better","How You Get the Girl"
"1776","Taylor Swift","1989",10,12,"i would wait forever and ever","How You Get the Girl"
"1777","Taylor Swift","1989",10,13,"broke your heart  i will put it back together","How You Get the Girl"
"1778","Taylor Swift","1989",10,14,"i would wait forever and ever","How You Get the Girl"
"1779","Taylor Swift","1989",10,15,"and that how it works","How You Get the Girl"
"1780","Taylor Swift","1989",10,16,"that how you get the girl  girl  oh oh  oh ","How You Get the Girl"
"1781","Taylor Swift","1989",10,17,"and that how it works","How You Get the Girl"
"1782","Taylor Swift","1989",10,18,"that how you get the girl  girl","How You Get the Girl"
"1783","Taylor Swift","1989",11,1,"clear blue water","This Love"
"1784","Taylor Swift","1989",11,2,"high tide came and brought you in","This Love"
"1785","Taylor Swift","1989",11,3,"and i could go on and on  on and on and i will","This Love"
"1786","Taylor Swift","1989",11,4,"skies grew darker","This Love"
"1787","Taylor Swift","1989",11,5,"currents swept you out again","This Love"
"1788","Taylor Swift","1989",11,6,"and you were just gone and gone  gone and gone","This Love"
"1789","Taylor Swift","1989",11,7,"in silent screams and wildest dreams","This Love"
"1790","Taylor Swift","1989",11,8,"i never dreamed of this","This Love"
"1791","Taylor Swift","1989",11,9,"this love is good  this love is bad","This Love"
"1792","Taylor Swift","1989",11,10,"this love is alive back from the dead  oh oh  oh","This Love"
"1793","Taylor Swift","1989",11,11,"these hands had to let it go free  and","This Love"
"1794","Taylor Swift","1989",11,12,"this love came back to me  oh oh  oh","This Love"
"1795","Taylor Swift","1989",11,13,"oh oh  oh  oh oh  oh","This Love"
"1796","Taylor Swift","1989",11,14,"tossing  turning","This Love"
"1797","Taylor Swift","1989",11,15,"struggled through the night with someone new","This Love"
"1798","Taylor Swift","1989",11,16,"and i could go on and on  on and on","This Love"
"1799","Taylor Swift","1989",11,17,"lantern  burning","This Love"
"1800","Taylor Swift","1989",11,18,"flickered in my mind  only you","This Love"
"1801","Taylor Swift","1989",11,19,"but you were still gone  gone  gone","This Love"
"1802","Taylor Swift","1989",12,1,"i  i  i  i  i  i  i  i ii  i  i  i  i  i  i  i ii  i  i  i  i  i  i  i i  i  i  i  i ","I Know Places"
"1803","Taylor Swift","1989",12,2,"you stand with your hand on my waistline","I Know Places"
"1804","Taylor Swift","1989",12,3,"it a scene and we are out here in plain sight","I Know Places"
"1805","Taylor Swift","1989",12,4,"i can hear them whisper as we pass by","I Know Places"
"1806","Taylor Swift","1989",12,5,"it a bad sign  bad sign","I Know Places"
"1807","Taylor Swift","1989",12,6,"something happens when everybody finds out","I Know Places"
"1808","Taylor Swift","1989",12,7,"see the vultures circling  dark clouds","I Know Places"
"1809","Taylor Swift","1989",12,8,"love a fragile little flame  it could burn out","I Know Places"
"1810","Taylor Swift","1989",12,9,"it could burn out","I Know Places"
"1811","Taylor Swift","1989",12,10," cause they got the cages  they got the boxes and guns","I Know Places"
"1812","Taylor Swift","1989",12,11,"they are the hunters  we are the foxes and we run","I Know Places"
"1813","Taylor Swift","1989",12,12,"baby  i know places we will not be found","I Know Places"
"1814","Taylor Swift","1989",12,13,"and they will be chasing their tails trying to track us down cause i  i know places we can hide","I Know Places"
"1815","Taylor Swift","1989",12,14,"i know places  i know places","I Know Places"
"1816","Taylor Swift","1989",13,1,"the drought was the very worst  oh oh  oh oh ","Clean"
"1817","Taylor Swift","1989",13,2,"when the flowers that we would grown together died of thirst","Clean"
"1818","Taylor Swift","1989",13,3,"it was months and months of back and forth  oh oh  oh oh ","Clean"
"1819","Taylor Swift","1989",13,4,"you are still all over me","Clean"
"1820","Taylor Swift","1989",13,5,"like a wine stained dress i can not wear anymore","Clean"
"1821","Taylor Swift","1989",13,6,"hung my head as i lost the war","Clean"
"1822","Taylor Swift","1989",13,7,"and the sky turned black like a perfect storm","Clean"
"1823","Taylor Swift","1989",13,8,"rain came pouring down","Clean"
"1824","Taylor Swift","1989",13,9,"when i was drowning  that when i could finally breathe","Clean"
"1825","Taylor Swift","1989",13,10,"and by morning","Clean"
"1826","Taylor Swift","1989",13,11,"gone was any trace of you  i think i am finally clean oh  oh  oh  oh ","Clean"
"1827","Taylor Swift","1989",13,12,"there was nothing left to do  oh oh  oh oh ","Clean"
"1828","Taylor Swift","1989",13,13,"when the butterflies turned to","Clean"
"1829","Taylor Swift","1989",13,14,"dust that covered my whole room","Clean"
"1830","Taylor Swift","1989",13,15,"so i punched a hole in the roof  oh oh  oh oh ","Clean"
"1831","Taylor Swift","1989",13,16,"let the flood carry away all my pictures of you","Clean"
"1832","Taylor Swift","1989",13,17,"the water filled my lungs  i screamed so loud","Clean"
"1833","Taylor Swift","1989",13,18,"but no one heard a thing","Clean"
"1834","Taylor Swift","1989",14,1,"flashing lights and we","Wonderland"
"1835","Taylor Swift","1989",14,2,"took a wrong turn and we","Wonderland"
"1836","Taylor Swift","1989",14,3,"fell down a rabbit hole","Wonderland"
"1837","Taylor Swift","1989",14,4,"you held on tight to me cause nothing as it seems","Wonderland"
"1838","Taylor Swift","1989",14,5,"and spinning out of control","Wonderland"
"1839","Taylor Swift","1989",14,6,"did not they tell us do not rush into things ","Wonderland"
"1840","Taylor Swift","1989",14,7,"did not you flash your green eyes at me ","Wonderland"
"1841","Taylor Swift","1989",14,8,"have not you heard what becomes of curious minds ","Wonderland"
"1842","Taylor Swift","1989",14,9,"ooh  did not it all seem new and exciting ","Wonderland"
"1843","Taylor Swift","1989",14,10,"i felt your arms twistin  around me","Wonderland"
"1844","Taylor Swift","1989",14,11,"i should have slept with one eye open at night","Wonderland"
"1845","Taylor Swift","1989",14,12,"we found wonderland","Wonderland"
"1846","Taylor Swift","1989",14,13,"you and i got lost in it","Wonderland"
"1847","Taylor Swift","1989",14,14,"and we pretended it could last forever  eh  eh ","Wonderland"
"1848","Taylor Swift","1989",14,15,"we found wonderland","Wonderland"
"1849","Taylor Swift","1989",14,16,"you and i got lost in it","Wonderland"
"1850","Taylor Swift","1989",14,17,"and life was never worse but never better  eh  eh ","Wonderland"
"1851","Taylor Swift","1989",14,18," eh  eh  eh  eh  eh ","Wonderland"
"1852","Taylor Swift","1989",14,19,"in wonderland eh  eh  eh  eh  eh ","Wonderland"
"1853","Taylor Swift","1989",14,20,"in wonderland eh  eh  eh  eh  eh ","Wonderland"
"1854","Taylor Swift","1989",14,21,"in wonderland eh  eh  eh  eh  eh ","Wonderland"
"1855","Taylor Swift","1989",14,22,"in wonderland","Wonderland"
"1856","Taylor Swift","1989",15,1,"one look  dark room","You Are in Love"
"1857","Taylor Swift","1989",15,2,"meant just for you","You Are in Love"
"1858","Taylor Swift","1989",15,3,"time moved too fast  you play it back","You Are in Love"
"1859","Taylor Swift","1989",15,4,"buttons on a coat  lighthearted joke","You Are in Love"
"1860","Taylor Swift","1989",15,5,"no proof  not much  but you saw enough","You Are in Love"
"1861","Taylor Swift","1989",15,6,"small talk  he drives","You Are in Love"
"1862","Taylor Swift","1989",15,7,"coffee at midnight","You Are in Love"
"1863","Taylor Swift","1989",15,8,"the light reflects the chain on your neck","You Are in Love"
"1864","Taylor Swift","1989",15,9,"he says   look up and your shoulders brush","You Are in Love"
"1865","Taylor Swift","1989",15,10,"no proof  one touch  but you felt enough","You Are in Love"
"1866","Taylor Swift","1989",15,11,"you can hear it in the silence  silence   silence  silence   you","You Are in Love"
"1867","Taylor Swift","1989",15,12,"you can feel it on the way home  way home   way home  way home   you","You Are in Love"
"1868","Taylor Swift","1989",15,13,"you can see it with the lights out  lights out   lights out  lights out ","You Are in Love"
"1869","Taylor Swift","1989",15,14,"you are in love  true love","You Are in Love"
"1870","Taylor Swift","1989",15,15,"you are in love","You Are in Love"
"1871","Taylor Swift","1989",15,16,"morning  his place","You Are in Love"
"1872","Taylor Swift","1989",15,17,"burnt toast  sunday","You Are in Love"
"1873","Taylor Swift","1989",15,18,"you keep his shirt  he keeps his word","You Are in Love"
"1874","Taylor Swift","1989",15,19,"and for once  you let go","You Are in Love"
"1875","Taylor Swift","1989",15,20,"of your fears and your ghosts","You Are in Love"
"1876","Taylor Swift","1989",15,21,"one step  not much  but it said enough","You Are in Love"
"1877","Taylor Swift","1989",15,22,"you kiss on sidewalks","You Are in Love"
"1878","Taylor Swift","1989",15,23,"you fight and you talk","You Are in Love"
"1879","Taylor Swift","1989",15,24,"one night  he wakes","You Are in Love"
"1880","Taylor Swift","1989",15,25,"strange look on his face","You Are in Love"
"1881","Taylor Swift","1989",15,26,"pauses  then says  you are my best friend and you knew what it was  he is in love","You Are in Love"
"1882","Taylor Swift","1989",16,1,"we are all bored  we are all so tired of everything","New Romantics"
"1883","Taylor Swift","1989",16,2,"we wait for trains that just are not coming","New Romantics"
"1884","Taylor Swift","1989",16,3,"we show off our different scarlet letters","New Romantics"
"1885","Taylor Swift","1989",16,4,"trust me  mine is better","New Romantics"
"1886","Taylor Swift","1989",16,5,"we are so young  but we are on the road to ruin","New Romantics"
"1887","Taylor Swift","1989",16,6,"we play dumb  but we know exactly what we are doing","New Romantics"
"1888","Taylor Swift","1989",16,7,"we cry tears of mascara in the bathroom","New Romantics"
"1889","Taylor Swift","1989",16,8,"honey  life is just a classroom ah  ah  ah  ah  ah  ah ","New Romantics"
"1890","Taylor Swift","1989",16,9," cause baby  i could build a castle","New Romantics"
"1891","Taylor Swift","1989",16,10,"out of all the bricks they threw at me","New Romantics"
"1892","Taylor Swift","1989",16,11,"and every day is like a battle","New Romantics"
"1893","Taylor Swift","1989",16,12,"but every night with us is like a dream","New Romantics"
"1894","Taylor Swift","1989",16,13,"baby  we are the new romantics","New Romantics"
"1895","Taylor Swift","1989",16,14,"come on  come along with me","New Romantics"
"1896","Taylor Swift","1989",16,15,"heartbreak is the national anthem","New Romantics"
"1897","Taylor Swift","1989",16,16,"we sing it proudly","New Romantics"
"1898","Taylor Swift","1989",16,17,"we are too busy dancing to get knocked off our feet","New Romantics"
"1899","Taylor Swift","1989",16,18,"baby  we are the new romantics","New Romantics"
"1900","Taylor Swift","1989",16,19,"the best people in life are free","New Romantics"
"1901","Taylor Swift","1989",16,20,"we are all here  the lights and noise are blinding","New Romantics"
"1902","Taylor Swift","1989",16,21,"we hang back  it all in the timing","New Romantics"
"1903","Taylor Swift","1989",16,22,"it poker","New Romantics"
"1904","Taylor Swift","1989",16,23,"he can not see it in my face","New Romantics"
"1905","Taylor Swift","1989",16,24,"but i am about to play my ace  ahh ","New Romantics"
"1906","Taylor Swift","1989",16,25,"we need love  but all we want is danger","New Romantics"
"1907","Taylor Swift","1989",16,26,"we team up  then switch sides like a record changer","New Romantics"
"1908","Taylor Swift","1989",16,27,"the rumors are terrible and cruel","New Romantics"
"1909","Taylor Swift","1989",16,28,"but honey  most of them are true ah  ah  ah  ah  ah  ah ","New Romantics"
"1910","Taylor Swift","reputation",1,1,"knew he was a killer first time that i saw him","...Ready for It?"
"1911","Taylor Swift","reputation",1,2,"wondered how many girls he had loved and left haunted","...Ready for It?"
"1912","Taylor Swift","reputation",1,3,"but if he a ghost  then i can be a phantom","...Ready for It?"
"1913","Taylor Swift","reputation",1,4,"holdin  him for ransom  some","...Ready for It?"
"1914","Taylor Swift","reputation",1,5,"some boys are tryin  too hard  he do not try at all though","...Ready for It?"
"1915","Taylor Swift","reputation",1,6,"younger than my exes  but he act like such a man  so","...Ready for It?"
"1916","Taylor Swift","reputation",1,7,"i see nothing better  i keep him forever","...Ready for It?"
"1917","Taylor Swift","reputation",1,8,"like a vendetta ta","...Ready for It?"
"1918","Taylor Swift","reputation",1,9,"i  i  i see how this is gon  go","...Ready for It?"
"1919","Taylor Swift","reputation",1,10,"touch me and you will never be alone","...Ready for It?"
"1920","Taylor Swift","reputation",1,11,"i island breeze and lights down low","...Ready for It?"
"1921","Taylor Swift","reputation",1,12,"no one has to know","...Ready for It?"
"1922","Taylor Swift","reputation",1,13,"in the middle of the night  in my dreams","...Ready for It?"
"1923","Taylor Swift","reputation",1,14,"you should see the things we do  baby","...Ready for It?"
"1924","Taylor Swift","reputation",1,15,"in the middle of the night  in my dreams","...Ready for It?"
"1925","Taylor Swift","reputation",1,16,"i know i am gonna be with you  so i take my time","...Ready for It?"
"1926","Taylor Swift","reputation",1,17,"are you ready for it ","...Ready for It?"
"1927","Taylor Swift","reputation",1,18,"knew i was a robber first time that he saw me","...Ready for It?"
"1928","Taylor Swift","reputation",1,19,"stealing hearts and running off and never sayin  sorry","...Ready for It?"
"1929","Taylor Swift","reputation",1,20,"but if i am a thief  then he can join the heist  and","...Ready for It?"
"1930","Taylor Swift","reputation",1,21,"we will move to an island  and","...Ready for It?"
"1931","Taylor Swift","reputation",1,22,"and he can be my jailer  burton to this taylor","...Ready for It?"
"1932","Taylor Swift","reputation",1,23,"every love i have known in comparison is a failure","...Ready for It?"
"1933","Taylor Swift","reputation",1,24,"i forget their names now  i am so very tame now","...Ready for It?"
"1934","Taylor Swift","reputation",1,25,"never be the same now  now","...Ready for It?"
"1935","Taylor Swift","reputation",2,1,"i wanna be your end game","End Game (Ft. Ed Sheeran & Future)"
"1936","Taylor Swift","reputation",2,2,"i wanna be your first string","End Game (Ft. Ed Sheeran & Future)"
"1937","Taylor Swift","reputation",2,3,"i wanna be your a team  whoa  whoa  whoa ","End Game (Ft. Ed Sheeran & Future)"
"1938","Taylor Swift","reputation",2,4,"i wanna be your end game  end game","End Game (Ft. Ed Sheeran & Future)"
"1939","Taylor Swift","reputation",2,5,"big reputation  big reputation","End Game (Ft. Ed Sheeran & Future)"
"1940","Taylor Swift","reputation",2,6,"ooh  you and me  we got big reputations  ah","End Game (Ft. Ed Sheeran & Future)"
"1941","Taylor Swift","reputation",2,7,"and you heard about me  ooh","End Game (Ft. Ed Sheeran & Future)"
"1942","Taylor Swift","reputation",2,8,"i got some big enemies  yeah ","End Game (Ft. Ed Sheeran & Future)"
"1943","Taylor Swift","reputation",2,9,"big reputation  big reputation","End Game (Ft. Ed Sheeran & Future)"
"1944","Taylor Swift","reputation",2,10,"ooh  you and me would be a big conversation  ah  git  git ","End Game (Ft. Ed Sheeran & Future)"
"1945","Taylor Swift","reputation",2,11,"and i heard about you  ooh  yeah ","End Game (Ft. Ed Sheeran & Future)"
"1946","Taylor Swift","reputation",2,12,"you like the bad ones  too","End Game (Ft. Ed Sheeran & Future)"
"1947","Taylor Swift","reputation",2,13,"you so dope  do not overdose  i am so stoked  i need a toast","End Game (Ft. Ed Sheeran & Future)"
"1948","Taylor Swift","reputation",2,14,"we do the most  i am in the ghost like i am whippin  a boat","End Game (Ft. Ed Sheeran & Future)"
"1949","Taylor Swift","reputation",2,15,"i got a reputation  girl that do not precede me  yeah ","End Game (Ft. Ed Sheeran & Future)"
"1950","Taylor Swift","reputation",2,16,"i am one call away whenever you need me  yeah ","End Game (Ft. Ed Sheeran & Future)"
"1951","Taylor Swift","reputation",2,17,"i am in a g5  yeah   come to the a side  yeah ","End Game (Ft. Ed Sheeran & Future)"
"1952","Taylor Swift","reputation",2,18,"i got a bad boy persona  that what they like  what they like ","End Game (Ft. Ed Sheeran & Future)"
"1953","Taylor Swift","reputation",2,19,"you love it  i love it too  cause you my type  you my type ","End Game (Ft. Ed Sheeran & Future)"
"1954","Taylor Swift","reputation",2,20,"you hold me down and i protect you with my life","End Game (Ft. Ed Sheeran & Future)"
"1955","Taylor Swift","reputation",3,1,"i never trust a narcissist  but they love me","I Did Something Bad"
"1956","Taylor Swift","reputation",3,2,"so i play  em like a violin","I Did Something Bad"
"1957","Taylor Swift","reputation",3,3,"and i make it look oh so easy cause for every lie i tell them  they tell me three","I Did Something Bad"
"1958","Taylor Swift","reputation",3,4,"this is how the world works","I Did Something Bad"
"1959","Taylor Swift","reputation",3,5,"now all he thinks about is me","I Did Something Bad"
"1960","Taylor Swift","reputation",3,6,"i can feel the flames on my skin","I Did Something Bad"
"1961","Taylor Swift","reputation",3,7,"crimson red paint on my lips","I Did Something Bad"
"1962","Taylor Swift","reputation",3,8,"if a man talks shit  then i owe him nothing","I Did Something Bad"
"1963","Taylor Swift","reputation",3,9,"i do not regret it one bit   cause he had it coming","I Did Something Bad"
"1964","Taylor Swift","reputation",3,10,"they say i did something bad","I Did Something Bad"
"1965","Taylor Swift","reputation",3,11,"then why it feel so good ","I Did Something Bad"
"1966","Taylor Swift","reputation",3,12,"they say i did something bad","I Did Something Bad"
"1967","Taylor Swift","reputation",3,13,"but why it feel so good ","I Did Something Bad"
"1968","Taylor Swift","reputation",3,14,"most fun i ever had","I Did Something Bad"
"1969","Taylor Swift","reputation",3,15,"and i would do it over and over and over again if i could","I Did Something Bad"
"1970","Taylor Swift","reputation",3,16,"it just felt so good  good","I Did Something Bad"
"1971","Taylor Swift","reputation",3,17,"ra di di di di di di di di di da da","I Did Something Bad"
"1972","Taylor Swift","reputation",3,18,"ra di di di di di di di di di da da","I Did Something Bad"
"1973","Taylor Swift","reputation",3,19,"ra di di di di di di di di di da da","I Did Something Bad"
"1974","Taylor Swift","reputation",3,20,"da da da da","I Did Something Bad"
"1975","Taylor Swift","reputation",4,1,"do not blame me  love made me crazy","Don't Blame Me"
"1976","Taylor Swift","reputation",4,2,"if it does not  you ai not doin  it right","Don't Blame Me"
"1977","Taylor Swift","reputation",4,3,"lord  save me  my drug is my baby","Don't Blame Me"
"1978","Taylor Swift","reputation",4,4,"i will be usin  for the rest of my life","Don't Blame Me"
"1979","Taylor Swift","reputation",4,5,"i have been breakin  hearts a long time","Don't Blame Me"
"1980","Taylor Swift","reputation",4,6,"and toyin  with them older guys","Don't Blame Me"
"1981","Taylor Swift","reputation",4,7,"just playthings for me to use","Don't Blame Me"
"1982","Taylor Swift","reputation",4,8,"something happened for the first time","Don't Blame Me"
"1983","Taylor Swift","reputation",4,9,"in the darkest little paradise","Don't Blame Me"
"1984","Taylor Swift","reputation",4,10,"shakin   pacin   i just need you","Don't Blame Me"
"1985","Taylor Swift","reputation",4,11,"for you  i would cross the line","Don't Blame Me"
"1986","Taylor Swift","reputation",4,12,"i would waste my time","Don't Blame Me"
"1987","Taylor Swift","reputation",4,13,"i would lose my mind","Don't Blame Me"
"1988","Taylor Swift","reputation",4,14,"they say   she gone too far this time ","Don't Blame Me"
"1989","Taylor Swift","reputation",4,15,"do not blame me  love made me crazy","Don't Blame Me"
"1990","Taylor Swift","reputation",4,16,"if it does not  you ai not doin  it right","Don't Blame Me"
"1991","Taylor Swift","reputation",4,17,"lord  save me  my drug is my baby","Don't Blame Me"
"1992","Taylor Swift","reputation",4,18,"i will be usin  for the rest of my life","Don't Blame Me"
"1993","Taylor Swift","reputation",4,19,"do not blame me  love made me crazy","Don't Blame Me"
"1994","Taylor Swift","reputation",4,20,"if it does not  you ai not doin  it right","Don't Blame Me"
"1995","Taylor Swift","reputation",4,21,"oh  lord  save me  my drug is my baby","Don't Blame Me"
"1996","Taylor Swift","reputation",4,22,"i will be usin  for the rest of my life","Don't Blame Me"
"1997","Taylor Swift","reputation",5,1,"this ai not for the best","Delicate"
"1998","Taylor Swift","reputation",5,2,"my reputation never been worse  so","Delicate"
"1999","Taylor Swift","reputation",5,3,"you must like me for me   we can not make","Delicate"
"2000","Taylor Swift","reputation",5,4,"any promises now  can we  babe ","Delicate"
"2001","Taylor Swift","reputation",5,5,"but you can make me a drink","Delicate"
"2002","Taylor Swift","reputation",5,6,"dive bar on the east side  where you at ","Delicate"
"2003","Taylor Swift","reputation",5,7,"phone lights up my nightstand in the black","Delicate"
