"","Song","Album","Lyric"
"1630","The Man","Lover","every conquest i had made would make me more of a boss to you"
"1631","The Man","Lover","i would be a fearless leader"
"1632","The Man","Lover","i would be an alpha type"
"1633","The Man","Lover","when everyone believes ya"
"1634","The Man","Lover","what that like "
"1635","The Man","Lover","i am so sick of running as fast as i can"
"1636","The Man","Lover","wondering if i would get there quicker if i was a man"
"1637","The Man","Lover","and i am so sick of them coming at me again"
"1638","The Man","Lover"," cause if i was a man  then i would be the man"
"1639","The Man","Lover","i would be the man"
"1640","The Man","Lover","i would be the man"
"1641","The Man","Lover","they would say i hustled  put in the work"
"1642","The Man","Lover","they would not shake their heads and question how much of this i deserve"
"1643","The Man","Lover","what i was wearing  if i was rude"
"1644","The Man","Lover","could all be separated from my good ideas and power moves"
"1645","The Man","Lover","and they would toast to me  oh  let the players play"
"1646","The Man","Lover","i would be just like leo in saint tropez"
"1647","The Man","Lover","i am so sick of running as fast as i can"
"1648","The Man","Lover","what it like to brag about raking in dollars"
"1649","The Man","Lover","and getting bitches and models "
"1650","The Man","Lover","and it all good if you are bad"
"1651","The Man","Lover","and it okay if you are mad"
"1652","The Man","Lover","if i was out flashing my dollars"
"1653","The Man","Lover","i would be a bitch  not a baller"
"1654","The Man","Lover","they would paint me out to be bad"
"1655","The Man","Lover","so  it okay that i am mad"
"1656","The Man","Lover","i am so sick of running as fast as i can"
"1657","The Man","Lover","wondering if i would get there quicker if i was a man  you know that "
"1658","The Man","Lover","and i am so sick of them coming at me again  coming at me again "
"1659","The Man","Lover"," cause if i was a man  if i was a man "
"1660","The Man","Lover","then i would be the man  then i would be the man "
"1661","The Man","Lover","i am so sick of running as fast as i can  as fast as i can "
"1662","The Man","Lover","wondering if i would get there quicker if i was a man  hey "
"1663","The Man","Lover","and i am so sick of them coming at me again  coming at me again "
"1664","The Man","Lover"," cause if i was a man  if i was a man   then i would be the man"
"1665","The Man","Lover","i would be the man"
"1666","The Man","Lover","i would be the man  oh "
"1667","The Man","Lover","i would be the man  yeah "
"1668","The Man","Lover","i would be the man  i would be the man "
"1669","The Man","Lover","if i was a man  then i would be the man"
"1670","You Need To Calm Down","Lover","you are somebody that i do not know"
"1671","You Need To Calm Down","Lover","but you are takin  shots at me like it patr n"
"1672","You Need To Calm Down","Lover","and i am just like  damn  it 7 am"
"1673","You Need To Calm Down","Lover","say it in the street  that a knock out"
"1674","You Need To Calm Down","Lover","but you say it in a tweet  that a cop out"
"1675","You Need To Calm Down","Lover","and i am just like   hey  are you okay  "
"1676","You Need To Calm Down","Lover","and i ai not tryna mess with your self expression"
"1677","You Need To Calm Down","Lover","but i have learned a lesson that stressin  and obsessin   bout somebody else is no fun"
"1678","You Need To Calm Down","Lover","and snakes and stones never broke my bones"
"1679","You Need To Calm Down","Lover","so oh oh  oh oh  oh oh  oh oh  oh oh"
"1680","You Need To Calm Down","Lover","you need to calm down  you are being too loud"
"1681","You Need To Calm Down","Lover","and i am just like oh oh  oh oh  oh oh  oh oh  oh oh  oh "
"1682","You Need To Calm Down","Lover","you need to just stop  like can you just not step on my gown "
"1683","You Need To Calm Down","Lover","you need to calm down"
"1684","You Need To Calm Down","Lover","you are somebody that we do not know"
"1685","You Need To Calm Down","Lover","but you are comin  at my friends like a missile"
"1686","You Need To Calm Down","Lover","why are you mad when you could be glaad   you could be glaad "
"1687","You Need To Calm Down","Lover","sunshine on the street at the parade"
"1688","You Need To Calm Down","Lover","but you would rather be in the dark ages"
"1689","You Need To Calm Down","Lover","makin  that sign must have taken all night"
"1690","You Need To Calm Down","Lover","you just need to take several seats and then try to restore the peace"
"1691","You Need To Calm Down","Lover","and control your urges to scream about all the people you hate"
"1692","You Need To Calm Down","Lover"," cause shade never made anybody less gay"
"1693","You Need To Calm Down","Lover","so oh oh  oh oh  oh oh  oh oh  oh oh"
"1694","You Need To Calm Down","Lover","and i am just like oh oh  oh oh  oh oh  oh oh  oh oh  oh "
"1695","You Need To Calm Down","Lover","you need to just stop  like can you just not step on his gown "
"1696","You Need To Calm Down","Lover","you need to calm down"
"1697","You Need To Calm Down","Lover","and we see you over there on the internet"
"1698","You Need To Calm Down","Lover","comparing all the girls who are killing it"
"1699","You Need To Calm Down","Lover","but we figured you out"
"1700","You Need To Calm Down","Lover","we all know now we all got crowns"
"1701","You Need To Calm Down","Lover","you need to calm down"
"1702","You Need To Calm Down","Lover","oh oh  oh oh  oh oh  oh oh  oh oh"
"1703","You Need To Calm Down","Lover","you need to calm down  you need to calm down "
"1704","You Need To Calm Down","Lover","you are being too loud  you are being too loud "
"1705","You Need To Calm Down","Lover","and i am just like oh oh  oh oh  oh oh  oh oh  oh oh  oh "
"1706","You Need To Calm Down","Lover","you need to just stop  can you stop  "
"1707","You Need To Calm Down","Lover","like can you just not step on our gowns "
"1708","You Need To Calm Down","Lover","you need to calm down"
"1709","All You Had to Do Was Stay","1989","people like you always want back"
"1710","All You Had to Do Was Stay","1989","the love they gave away"
"1711","All You Had to Do Was Stay","1989","and people like me wanna believe you"
"1712","All You Had to Do Was Stay","1989","when you say you have changed"
"1713","All You Had to Do Was Stay","1989","the more i think about it now"
"1714","All You Had to Do Was Stay","1989","the less i know"
"1715","All You Had to Do Was Stay","1989","all i know is that you drove us"
"1716","All You Had to Do Was Stay","1989","off the road"
"1717","All You Had to Do Was Stay","1989"," stay   hey"
"1718","All You Had to Do Was Stay","1989","all you had to do was stay"
"1719","All You Had to Do Was Stay","1989","had me in the palm of your hand"
"1720","All You Had to Do Was Stay","1989","then  why would you have to go and lock me out when i let you in "
"1721","All You Had to Do Was Stay","1989"," stay   hey"
"1722","All You Had to Do Was Stay","1989","now  you say you want it back"
"1723","All You Had to Do Was Stay","1989","now that it just too late"
"1724","All You Had to Do Was Stay","1989","well  could have been easy"
"1725","All You Had to Do Was Stay","1989","all you had to do was  stay  "
"1726","All You Had to Do Was Stay","1989","all you had to do was  stay  "
"1727","All You Had to Do Was Stay","1989","all you had to do was  stay  "
"1728","All You Had to Do Was Stay","1989","all you had to do was stay"
"1729","All You Had to Do Was Stay","1989","here you are now  calling me up"
"1730","All You Had to Do Was Stay","1989","but i do not know what to say"
"1731","All You Had to Do Was Stay","1989","i have been picking up the pieces"
"1732","All You Had to Do Was Stay","1989","of the mess you made"
"1733","All You Had to Do Was Stay","1989","people like you always want back"
"1734","All You Had to Do Was Stay","1989","the love they pushed aside"
"1735","All You Had to Do Was Stay","1989","but people like me are gone forever"
"1736","All You Had to Do Was Stay","1989","when you say goodbye"
"1737","All You Had to Do Was Stay","1989"," stay   hey"
"1738","All You Had to Do Was Stay","1989","all you had to do was  stay  "
"1739","All You Had to Do Was Stay","1989","all you had to do was  stay  "
"1740","All You Had to Do Was Stay","1989","all you had to do was  stay  stay  stay  stay  stay  "
"1741","All You Had to Do Was Stay","1989","let me remind you"
"1742","All You Had to Do Was Stay","1989","this was what you wanted  oh  oh  oh oh oh "
"1743","All You Had to Do Was Stay","1989","you ended it"
"1744","All You Had to Do Was Stay","1989","you were all i wanted  oh  oh  oh oh oh "
"1745","All You Had to Do Was Stay","1989","but not like this"
"1746","All You Had to Do Was Stay","1989","not like this"
"1747","All You Had to Do Was Stay","1989","not like this"
"1748","All You Had to Do Was Stay","1989","oh  all you had to do was"
"1749","All You Had to Do Was Stay","1989"," stay   hey"
"1750","All You Had to Do Was Stay","1989","had me in the palm of your hand"
"1751","All You Had to Do Was Stay","1989","then  why would you want to go and lock me out when i let you in "
"1752","All You Had to Do Was Stay","1989"," stay   hey"
"1753","All You Had to Do Was Stay","1989","well  could have been easy"
"1754","All You Had to Do Was Stay","1989","all you had to do was"
"1755","All You Had to Do Was Stay","1989"," stay   hey"
"1756","All You Had to Do Was Stay","1989","now that it just too late"
"1757","All You Had to Do Was Stay","1989"," all you had to do was stay "
"1758","All You Had to Do Was Stay","1989","well  could have been easy"
"1759","All You Had to Do Was Stay","1989","all you had to do was  stay  "
"1760","All You Had to Do Was Stay","1989","all you had to do was  stay    oh "
"1761","All You Had to Do Was Stay","1989","all you had to do was  stay  "
"1762","All You Had to Do Was Stay","1989","all you had to do was  stay    ooh "
"1763","All You Had to Do Was Stay","1989","all you had to do was  stay  "
"1764","Bad Blood","1989"," cause baby  now we have got bad blood"
"1765","Bad Blood","1989","you know it used to be mad love"
"1766","Bad Blood","1989","so take a look what you have done"
"1767","Bad Blood","1989"," cause baby  now we have got bad blood  hey "
"1768","Bad Blood","1989","now we have got problems"
"1769","Bad Blood","1989","and i do not think we can solve  em"
"1770","Bad Blood","1989","you made a really deep cut"
"1771","Bad Blood","1989","and baby  now we have got bad blood  hey "
"1772","Bad Blood","1989","did you have to do this "
"1773","Bad Blood","1989","i was thinking that you could be trusted"
"1774","Bad Blood","1989","did you have to ruin what was shiny "
"1775","Bad Blood","1989","now it all rusted"
"1776","Bad Blood","1989","did you have to hit me where i am weak "
"1777","Bad Blood","1989","baby  i could not breathe"
"1778","Bad Blood","1989","and rub it in so deep"
"1779","Bad Blood","1989","salt in the wound like you are laughing right at me"
"1780","Bad Blood","1989","oh  it so sad to"
"1781","Bad Blood","1989","think about the good times"
"1782","Bad Blood","1989","you and i"
"1783","Bad Blood","1989"," cause baby  now we have got bad blood"
"1784","Bad Blood","1989","did you think we would be fine "
"1785","Bad Blood","1989","still got scars in my back from your knives"
"1786","Bad Blood","1989","so do not think it in the past"
"1787","Bad Blood","1989","these kinds of wounds they last and they last"
"1788","Bad Blood","1989","now  did you think it all through "
"1789","Bad Blood","1989","all these things will catch up to you"
"1790","Bad Blood","1989","and time can heal  but this will not"
"1791","Bad Blood","1989","so if you are coming my way"
"1792","Bad Blood","1989","just do not"
"1793","Bad Blood","1989","oh  it so sad to"
"1794","Bad Blood","1989","band aids do not fix bullet holes"
"1795","Bad Blood","1989","you say sorry just for show"
"1796","Bad Blood","1989","if you live like that  you live with ghosts"
"1797","Bad Blood","1989","band aids do not fix bullet holes"
"1798","Bad Blood","1989","if you live like that  you live with ghosts"
"1799","Bad Blood","1989","if you love like that  blood runs cold "
"1800","Bad Blood","1989"," cause baby  now we have got bad blood"
"1801","Bad Blood","1989","now we have got problems"
"1802","Bad Blood","1989","and i do not think we can solve  em  think we can solve  em "
"1803","Bad Blood","1989","you made a really deep cut"
"1804","Bad Blood","1989"," cause baby  now we have got bad blood"
"1805","Bad Blood","1989","you know it used to be mad love"
"1806","Bad Blood","1989","so take a look what you have done  look what you have done "
"1807","Bad Blood","1989"," cause baby  now we have got bad blood  hey "
"1808","Bad Blood","1989","and baby  now we have got bad blood  hey "
"1809","Blank Space","1989","nice to meet you  where you been "
"1810","Blank Space","1989","i could show you incredible things"
"1811","Blank Space","1989","magic  madness  heaven  sin"
"1812","Blank Space","1989","saw you there  and i thought"
"1813","Blank Space","1989"," oh my god  look at that face"
"1814","Blank Space","1989","you look like my next mistake"
"1815","Blank Space","1989","love a game  wanna play  "
"1816","Blank Space","1989","ayy"
"1817","Blank Space","1989","new money  suit and tie"
"1818","Blank Space","1989","i can read you like a magazine"
"1819","Blank Space","1989","ai not it funny  rumors fly"
"1820","Blank Space","1989","and i know you heard about me"
"1821","Blank Space","1989","so hey  let be friends"
"1822","Blank Space","1989","i am dyin  to see how this one ends"
"1823","Blank Space","1989","grab your passport and my hand"
"1824","Blank Space","1989","i can make the bad guys good for a weekend"
"1825","Blank Space","1989","so it gonna be forever"
"1826","Blank Space","1989","or it gonna go down in flames"
"1827","Blank Space","1989","you can tell me when it over  mm"
"1828","Blank Space","1989","if the high was worth the pain"
"1829","Blank Space","1989","got a long list of ex lovers"
"1830","Blank Space","1989","they will tell you i am insane"
"1831","Blank Space","1989"," cause you know i love the players"
"1832","Blank Space","1989","and you love the game"
"1833","Blank Space","1989"," cause we are young and we are reckless"
"1834","Blank Space","1989","we will take this way too far"
"1835","Blank Space","1989","it will leave you breathless  hmm"
"1836","Blank Space","1989","or with a nasty scar"
"1837","Blank Space","1989","got a long list of ex lovers"
"1838","Blank Space","1989","they will tell you i am insane"
"1839","Blank Space","1989","but i have got a blank space  baby"
"1840","Blank Space","1989","and i will write your name"
"1841","Blank Space","1989","cherry lips  crystal skies"
"1842","Blank Space","1989","i could show you incredible things"
"1843","Blank Space","1989","stolen kisses  pretty lies"
"1844","Blank Space","1989","you are the king  baby  i am your queen"
"1845","Blank Space","1989","find out what you want"
"1846","Blank Space","1989","be that girl for a month"
"1847","Blank Space","1989","wait  the worst is yet to come"
"1848","Blank Space","1989","oh  no"
"1849","Blank Space","1989","screaming  crying  perfect storms"
"1850","Blank Space","1989","i can make all the tables turn"
"1851","Blank Space","1989","rose garden filled with thorns"
"1852","Blank Space","1989","keep you second guessin  like"
"1853","Blank Space","1989"," oh my god  who is she  "
"1854","Blank Space","1989","i get drunk on jealousy"
"1855","Blank Space","1989","but you will come back each time you leave"
"1856","Blank Space","1989"," cause  darling  i am a nightmare dressed like a daydream"
"1857","Blank Space","1989","so it gonna be forever"
"1858","Blank Space","1989","boys only want love if it torture"
"1859","Blank Space","1989","do not say i did not  say i did not warn ya"
"1860","Blank Space","1989","boys only want love if it torture"
"1861","Blank Space","1989","do not say i did not  say i did not warn ya"
"1862","Blank Space","1989","so it gonna be forever"
"1863","Blank Space","1989","and i will write your name"
"1864","Clean","1989","the drought was the very worst  oh oh  oh oh "
"1865","Clean","1989","when the flowers that we would grown together died of thirst"
"1866","Clean","1989","it was months and months of back and forth  oh oh  oh oh "
"1867","Clean","1989","you are still all over me"
"1868","Clean","1989","like a wine stained dress i can not wear anymore"
"1869","Clean","1989","hung my head as i lost the war"
"1870","Clean","1989","and the sky turned black like a perfect storm"
"1871","Clean","1989","rain came pouring down"
"1872","Clean","1989","when i was drowning  that when i could finally breathe"
"1873","Clean","1989","and by morning"
"1874","Clean","1989","gone was any trace of you  i think i am finally clean"
"1875","Clean","1989"," oh  oh  oh  oh "
"1876","Clean","1989","there was nothing left to do  oh oh  oh oh "
"1877","Clean","1989","when the butterflies turned to"
"1878","Clean","1989","dust that covered my whole room"
"1879","Clean","1989","so i punched a hole in the roof  oh oh  oh oh "
"1880","Clean","1989","let the flood carry away all my pictures of you"
"1881","Clean","1989","the water filled my lungs  i screamed so loud"
"1882","Clean","1989","but no one heard a thing"
"1883","Clean","1989","rain came pouring down"
"1884","Clean","1989"," oh  oh  oh  oh "
"1885","Clean","1989","i think i am finally clean"
"1886","Clean","1989"," oh  oh "
"1887","Clean","1989","oh  oh  oh  oh  oh oh"
"1888","Clean","1989","said  i think i am finally clean"
"1889","Clean","1989"," oh  oh "
"1890","Clean","1989","oh  oh  oh  oh  oh oh"
"1891","Clean","1989","ten months sober  i must admit"
"1892","Clean","1989","just because you are clean  do not mean you do not miss it"
"1893","Clean","1989","ten months older  i will not give in"
"1894","Clean","1989","now that i am clean  i am never gonna risk it"
"1895","Clean","1989","the drought was the very worst  oh oh  oh oh "
"1896","Clean","1989","when the flowers that we would grown together died of thirst"
"1897","Clean","1989"," oh "
"1898","Clean","1989","the rain came pouring down"
"1899","Clean","1989","when i was drowning  that when i could finally breathe"
"1900","Clean","1989","gone was any trace of you  i think i am finally clean"
"1901","Clean","1989","rain came pouring down"
"1902","Clean","1989","gone was any trace of you  i think i am finally clean"
"1903","Clean","1989"," oh  oh "
"1904","Clean","1989","finally clean"
"1905","Clean","1989","think i am finally clean"
"1906","Clean","1989"," oh  oh "
"1907","Clean","1989","oh oh  oh oh"
"1908","Clean","1989"," oh  oh  oh "
"1909","Clean","1989","think i am finally clean"
"1910","How You Get the Girl","1989","oh  oh  oh"
"1911","How You Get the Girl","1989","oh  oh  oh"
"1912","How You Get the Girl","1989","oh oh  oh oh"
"1913","How You Get the Girl","1989","stand there like a ghost"
"1914","How You Get the Girl","1989","shaking from the rain  rain"
"1915","How You Get the Girl","1989","she will open up the door and say   are you insane  "
"1916","How You Get the Girl","1989","say it been a long six months"
"1917","How You Get the Girl","1989","and you were too afraid to tell her what you want  want"
"1918","How You Get the Girl","1989","and that how it works"
"1919","How You Get the Girl","1989","that how you get the girl"
"1920","How You Get the Girl","1989","and then  you say"
"1921","How You Get the Girl","1989","i want you for worse or for better"
"1922","How You Get the Girl","1989","i would wait forever and ever"
"1923","How You Get the Girl","1989","broke your heart  i will put it back together"
"1924","How You Get the Girl","1989","i would wait forever and ever"
"1925","How You Get the Girl","1989","and that how it works"
"1926","How You Get the Girl","1989","that how you get the girl  girl  oh oh  oh "
"1927","How You Get the Girl","1989","and that how it works"
"1928","How You Get the Girl","1989","that how you get the girl  girl"
"1929","How You Get the Girl","1989","remind her how it used to be  be  yeah yeah"
"1930","How You Get the Girl","1989","with pictures in frames of kisses on cheeks  cheeks"
"1931","How You Get the Girl","1989","tell her how you must have lost your mind  ooh ooh"
"1932","How You Get the Girl","1989","when you left her all alone"
"1933","How You Get the Girl","1989","and never told her why  why"
"1934","How You Get the Girl","1989","and that how it works"
"1935","How You Get the Girl","1989","that how you lost the girl"
"1936","How You Get the Girl","1989","and now  you say"
"1937","How You Get the Girl","1989","i want you for worse or for better"
"1938","How You Get the Girl","1989","i would wait forever and ever  ever and ever "
"1939","How You Get the Girl","1989","broke your heart  i will put it back together"
"1940","How You Get the Girl","1989","and that how it works"
"1941","How You Get the Girl","1989","that how you get the girl  girl  oh oh  oh oh "
"1942","How You Get the Girl","1989","and that how it works"
"1943","How You Get the Girl","1989","that how you get the girl  girl"
"1944","How You Get the Girl","1989","yeah  yeah"
"1945","How You Get the Girl","1989","and you know"
"1946","How You Get the Girl","1989","oh  oh  oh  oh  oh  oh  oh  oh  oh  oh"
"1947","How You Get the Girl","1989","that i do not want you to go  oh  oh"
"1948","How You Get the Girl","1989","remind me how it used to be"
"1949","How You Get the Girl","1989","pictures in frames of kisses on cheeks"
"1950","How You Get the Girl","1989","and say you want me  yeah yeah"
"1951","How You Get the Girl","1989","and then you say"
"1952","How You Get the Girl","1989"," cause i want you for worse or for better  worse or for better "
"1953","How You Get the Girl","1989","i would wait forever and ever  ever and ever "
"1954","How You Get the Girl","1989","broke your heart  i will put it back together"
"1955","How You Get the Girl","1989","i would wait forever and ever  i want you forever and ever "
"1956","How You Get the Girl","1989","and that how it works"
"1957","How You Get the Girl","1989","that how you get the girl  girl  this is how it works "
"1958","How You Get the Girl","1989","and that how it works"
"1959","How You Get the Girl","1989","that how you get the girl  girl  get the girl "
"1960","How You Get the Girl","1989"," that how it works "
"1961","How You Get the Girl","1989","and that how it works"
"1962","How You Get the Girl","1989","that how you get the girl  girl"
"1963","How You Get the Girl","1989"," oh  oh  oh  oh  oh  oh  oh  oh  oh  oh "
"1964","How You Get the Girl","1989","and that how it works"
"1965","How You Get the Girl","1989"," oh  oh  oh  oh  oh  oh  oh  oh  oh  oh "
"1966","How You Get the Girl","1989","that how it works"
"1967","How You Get the Girl","1989","that how you got the girl"
"1968","I Know Places","1989","i  i  i  i  i  i  i  i i"
"1969","I Know Places","1989","i  i  i  i  i  i  i  i i"
"1970","I Know Places","1989","i  i  i  i  i  i  i  i i  i  i  i  i "
"1971","I Know Places","1989","you stand with your hand on my waistline"
"1972","I Know Places","1989","it a scene and we are out here in plain sight"
"1973","I Know Places","1989","i can hear them whisper as we pass by"
"1974","I Know Places","1989","it a bad sign  bad sign"
"1975","I Know Places","1989","something happens when everybody finds out"
"1976","I Know Places","1989","see the vultures circling  dark clouds"
"1977","I Know Places","1989","love a fragile little flame  it could burn out"
"1978","I Know Places","1989","it could burn out"
"1979","I Know Places","1989"," cause they got the cages  they got the boxes and guns"
"1980","I Know Places","1989","they are the hunters  we are the foxes and we run"
"1981","I Know Places","1989","baby  i know places we will not be found"
"1982","I Know Places","1989","and they will be chasing their tails trying to track us down"
"1983","I Know Places","1989"," cause i  i know places we can hide"
"1984","I Know Places","1989","i know places  i know places"
"1985","I Know Places","1989","lights flash and we will run for the fences"
"1986","I Know Places","1989","let them say what they want  we will not hear it"
"1987","I Know Places","1989","loose lips sink ships all the damn time"
"1988","I Know Places","1989","not this time"
"1989","I Know Places","1989","just grab my hand and do not ever drop it  my love"
"1990","I Know Places","1989","they are the hunters  we are the foxes  and we run"
"1991","I Know Places","1989","baby  i know places we will not be found"
"1992","I Know Places","1989"," cause i  i know places we can hide"
"1993","I Know Places","1989","i know places"
"1994","I Know Places","1989","they are the hunters  we are the foxes  and we run"
"1995","I Know Places","1989","just grab my hand and do not ever drop it  my love"
"1996","I Know Places","1989","baby  i know places we will not be found"
"1997","I Know Places","1989","they take their shots  but we are bulletproof  i know places "
"1998","I Know Places","1989","and you know for me  it always you  i know places "
"1999","I Know Places","1989","in the dead of night  your eyes so green  i know places "
"2000","I Know Places","1989","and i know for you  it always me  i know places "
"2001","I Know Places","1989","i  i  i  i  i  i  i  i i"
"2002","I Know Places","1989","i  i  i  i  i  i  i  i i"
"2003","I Wish You Would","1989","it 2am in your car"
"2004","I Wish You Would","1989","windows down  you pass my street  the memories start"
"2005","I Wish You Would","1989","you say it in the past  you drive straight ahead"
"2006","I Wish You Would","1989","you are thinking that i hate you now"
"2007","I Wish You Would","1989"," cause you still do not know what i never said"
"2008","I Wish You Would","1989","i wish you would come back"
"2009","I Wish You Would","1989","wish i never hung up the phone like i did  i"
"2010","I Wish You Would","1989","wish you knew that"
"2011","I Wish You Would","1989","i would never forget you as long as i live  and i"
"2012","I Wish You Would","1989","wish you were right here  right now  it all good"
"2013","I Wish You Would","1989","i wish you would"
"2014","I Wish You Would","1989","it 2am in my room"
"2015","I Wish You Would","1989","headlights pass the window pane"
"2016","I Wish You Would","1989","i think of you"
"2017","I Wish You Would","1989","we are a crooked love in a straight line down"
"2018","I Wish You Would","1989","makes you want to run and hide"
"2019","I Wish You Would","1989","but it makes you turn right back around"
"2020","I Wish You Would","1989","i wish you would come back"
"2021","I Wish You Would","1989","i wish you would"
"2022","I Wish You Would","1989","i wish we could go back"
"2023","I Wish You Would","1989","and remember what we were fighting for  and i"
"2024","I Wish You Would","1989","wish you knew that"
"2025","I Wish You Would","1989","i miss you too much to be mad anymore  and i"
"2026","I Wish You Would","1989","wish you were right here  right now  it all good"
"2027","I Wish You Would","1989","i  i  i  i  i  i wish i  wish i"
"2028","I Wish You Would","1989","i  i  i  i  i  i wish i  wish i"
"2029","I Wish You Would","1989","i  i  i  i  i  i wish i  wish i"
"2030","I Wish You Would","1989","you always knew how to push my buttons"
"2031","I Wish You Would","1989","you give me everything and nothing"
"2032","I Wish You Would","1989","this mad  mad love makes you come running"
"2033","I Wish You Would","1989","to stand back where you stood"
"2034","I Wish You Would","1989","i wish you would  i wish you would"
"2035","I Wish You Would","1989"," i wish you would  i wish you would "
"2036","I Wish You Would","1989","i wish you would  i wish you would"
"2037","I Wish You Would","1989"," i wish you would  i wish you would "
"2038","I Wish You Would","1989"," i wish i  wish i "
"2039","I Wish You Would","1989","2am  here we are"
"2040","I Wish You Would","1989","see your face  hear my voice in the dark"
"2041","I Wish You Would","1989","we are a crooked love in a straight line down"
"2042","I Wish You Would","1989","makes you wanna run and hide"
"2043","I Wish You Would","1989","but it made us turn right back around"
"2044","I Wish You Would","1989","i wish you would come back"
"2045","I Wish You Would","1989","i wish you would"
"2046","I Wish You Would","1989","i wish you would come back"
"2047","I Wish You Would","1989"," i  i  i  i  i  i wish i  wish i "
"2048","I Wish You Would","1989","you always knew how to push my buttons"
"2049","I Wish You Would","1989","i wish you would  i wish you would"
"2050","I Wish You Would","1989"," i wish you would  i wish you would  i wish you would "
"2051","I Wish You Would","1989"," i  i  i  i  i  i wish i  wish i "
"2052","I Wish You Would","1989","i  i  i  i  i  i wish i  wish i"
"2053","I Wish You Would","1989","i  i  i  i  i  i wish i  wish i"
"2054","I Wish You Would","1989","i wish you would"
"2055","Out of the Woods","1989","looking at it now"
"2056","Out of the Woods","1989","it all seems so simple"
"2057","Out of the Woods","1989","we were lying on your couch"
"2058","Out of the Woods","1989","i remember"
"2059","Out of the Woods","1989","you took a polaroid of us"
"2060","Out of the Woods","1989","then discovered  then discovered "
"2061","Out of the Woods","1989","the rest of the world was black and white"
"2062","Out of the Woods","1989","but we were in screaming color"
"2063","Out of the Woods","1989","and i remember thinking"
"2064","Out of the Woods","1989","are we out of the woods yet  are we out of the woods yet "
"2065","Out of the Woods","1989","are we out of the woods yet  are we out of the woods "
"2066","Out of the Woods","1989","are we in the clear yet  are we in the clear yet "
"2067","Out of the Woods","1989","are we in the clear yet  in the clear yet  good"
"2068","Out of the Woods","1989","are we out of the woods yet  are we out of the woods yet "
"2069","Out of the Woods","1989","are we in the clear yet  in the clear yet  good"
"2070","Out of the Woods","1989"," are we out of the woods  "
"2071","Out of the Woods","1989","looking at it now"
"2072","Out of the Woods","1989","last december  last december "
"2073","Out of the Woods","1989","we were built to fall apart"
"2074","Out of the Woods","1989","then fall back together  back together "
"2075","Out of the Woods","1989","your necklace hanging from my neck"
"2076","Out of the Woods","1989","the night we could not quite forget"
"2077","Out of the Woods","1989","when we decided  we decided"
"2078","Out of the Woods","1989","to move the furniture so we could dance"
"2079","Out of the Woods","1989","baby  like we stood a chance"
"2080","Out of the Woods","1989","two paper airplanes flying  flying  flying"
"2081","Out of the Woods","1989","and i remember thinking"
"2082","Out of the Woods","1989","are we out of the woods yet  are we out of the woods "
"2083","Out of the Woods","1989"," out of the woods "
"2084","Out of the Woods","1989","are we in the clear yet  are we in the clear yet "
"2085","Out of the Woods","1989","are we out of the woods yet  are we out of the woods yet "
"2086","Out of the Woods","1989","are we out of the woods yet   oh  are we out of the woods "
"2087","Out of the Woods","1989","are we in the clear yet  are we in the clear yet "
"2088","Out of the Woods","1989","remember when you hit the brakes too soon "
"2089","Out of the Woods","1989","twenty stitches in a hospital room"
"2090","Out of the Woods","1989","when you started crying  baby  i did too"
"2091","Out of the Woods","1989","but when the sun came up  i was looking at you"
"2092","Out of the Woods","1989","remember when we could not take the heat "
"2093","Out of the Woods","1989","i walked out and said   i am setting you free "
"2094","Out of the Woods","1989","but the monsters turned out to be just trees"
"2095","Out of the Woods","1989","when the sun came up  you were looking at me"
"2096","Out of the Woods","1989","you were looking at me  ooh"
"2097","Out of the Woods","1989","you were looking at me"
"2098","Out of the Woods","1989"," are we out of the woods yet  are we out of the woods yet  "
"2099","Out of the Woods","1989"," are we out of the woods yet  are we out of the woods  "
"2100","Out of the Woods","1989","i remember"
"2101","Out of the Woods","1989"," are we in the clear yet  are we in the clear yet  "
"2102","Out of the Woods","1989"," are we in the clear yet  in the clear yet  good "
"2103","Out of the Woods","1989","oh  i remember"
"2104","Out of the Woods","1989","are we out of the woods yet  are we out of the woods yet "
"2105","Out of the Woods","1989"," yeah "
"2106","Out of the Woods","1989","are we out of the woods yet  are we out of the woods "
"2107","Out of the Woods","1989","are we in the clear yet  are we in the clear yet   are we  "
"2108","Out of the Woods","1989","are we in the clear yet  in the clear yet  good"
"2109","Out of the Woods","1989","are we out of the woods yet  are we out of the woods "
"2110","Out of the Woods","1989","are we in the clear yet   yeah "
"2111","Out of the Woods","1989","are we in the clear yet   yeah "
"2112","Out of the Woods","1989","are we in the clear yet  in the clear yet  good"
"2113","Out of the Woods","1989","are we in the clear yet  in the clear yet  good"
"2114","Shake It Off","1989","i stay out too late"
"2115","Shake It Off","1989","got nothing in my brain"
"2116","Shake It Off","1989","that what people say  mmm  mmm"
"2117","Shake It Off","1989","that what people say  mmm  mmm"
"2118","Shake It Off","1989","i go on too many dates"
"2119","Shake It Off","1989","but i can not make them stay"
"2120","Shake It Off","1989","at least that what people say  mmm  mmm"
"2121","Shake It Off","1989","that what people say  mmm  mmm"
"2122","Shake It Off","1989","but i keep cruisin "
"2123","Shake It Off","1989","can not stop  will not stop movin "
"2124","Shake It Off","1989","it like i got this music in my mind"
"2125","Shake It Off","1989","sayin  it gonna be alright"
