"","Song","Album","Lyric"
"2126","Shake It Off","1989"," cause the players gonna play  play  play  play  play"
"2127","Shake It Off","1989","and the haters gonna hate  hate  hate  hate  hate"
"2128","Shake It Off","1989","baby  i am just gonna shake  shake  shake  shake  shake"
"2129","Shake It Off","1989","i shake it off  i shake it off"
"2130","Shake It Off","1989","heartbreakers gonna break  break  break  break  break"
"2131","Shake It Off","1989","and the fakers gonna fake  fake  fake  fake  fake"
"2132","Shake It Off","1989","baby  i am just gonna shake  shake  shake  shake  shake"
"2133","Shake It Off","1989","i shake it off  i shake it off"
"2134","Shake It Off","1989","i never miss a beat"
"2135","Shake It Off","1989","i am lightning on my feet"
"2136","Shake It Off","1989","and that what they do not see  mmm  mmm"
"2137","Shake It Off","1989","that what they do not see  mmm  mmm"
"2138","Shake It Off","1989","i am dancin  on my own  dancin  on my own "
"2139","Shake It Off","1989","i make the moves up as i go  moves up as i go "
"2140","Shake It Off","1989","and that what they do not know  mmm  mmm"
"2141","Shake It Off","1989","that what they do not know  mmm  mmm"
"2142","Shake It Off","1989","but i keep cruisin "
"2143","Shake It Off","1989","can not stop  will not stop groovin "
"2144","Shake It Off","1989","it like i got this music in my mind"
"2145","Shake It Off","1989","shake it off  i shake it off"
"2146","Shake It Off","1989","i  i  i shake it off  i shake it off"
"2147","Shake It Off","1989","i  i  i shake it off  i shake it off"
"2148","Shake It Off","1989","i  i  i shake it off  i shake it off"
"2149","Shake It Off","1989","hey  hey  hey"
"2150","Shake It Off","1989","just think while you have been gettin  down and out about the liars"
"2151","Shake It Off","1989","and the dirty  dirty cheats of the world"
"2152","Shake It Off","1989","you could have been getting down"
"2153","Shake It Off","1989","to this sick beat"
"2154","Shake It Off","1989","my ex man brought his new girlfriend"
"2155","Shake It Off","1989","she like   oh my god   but i am just gonna shake"
"2156","Shake It Off","1989","and to the fella over there with the hella good hair"
"2157","Shake It Off","1989","will not you come on over  baby "
"2158","Shake It Off","1989","we can shake  shake  shake"
"2159","Shake It Off","1989","yeah  oh  oh  oh"
"2160","Shake It Off","1989"," cause the players gonna play  play  play  play  play"
"2161","Shake It Off","1989","and the haters gonna hate  hate  hate  hate  hate"
"2162","Shake It Off","1989"," haters gonna hate "
"2163","Shake It Off","1989","baby  i am just gonna shake  shake  shake  shake  shake"
"2164","Shake It Off","1989","i shake it off  i shake it off"
"2165","Shake It Off","1989","heartbreakers gonna break  break  break  break  break  mmhm "
"2166","Shake It Off","1989","and the fakers gonna fake  fake  fake  fake  fake"
"2167","Shake It Off","1989"," and fake  and fake  and fake "
"2168","Shake It Off","1989","baby  i am just gonna shake  shake  shake  shake  shake"
"2169","Shake It Off","1989","i  i  i shake it off  i shake it off"
"2170","Shake It Off","1989","shake it off  i shake it off"
"2171","Shake It Off","1989","i  i  i shake it off  i shake it off"
"2172","Shake It Off","1989","i  i  i shake it off  i shake it off  yeah "
"2173","Shake It Off","1989","shake it off  i shake it off"
"2174","Shake It Off","1989","i  i  i shake it off  i shake it off  you got to "
"2175","Shake It Off","1989","i  i  i shake it off  i shake it off"
"2176","Style","1989","midnight"
"2177","Style","1989","you come and pick me up  no headlights"
"2178","Style","1989","long drive"
"2179","Style","1989","could end in burning flames or paradise"
"2180","Style","1989","fade into view  oh"
"2181","Style","1989","it been a while since i have even heard from you"
"2182","Style","1989"," heard from you "
"2183","Style","1989","and i should just tell you to leave   cause i"
"2184","Style","1989","know exactly where it leads  but i"
"2185","Style","1989","watch us go  round and  round each time"
"2186","Style","1989","you got that james dean daydream look in your eye"
"2187","Style","1989","and i got that red lip classic thing that you like"
"2188","Style","1989","and when we go crashing down  we come back every time"
"2189","Style","1989"," cause we never go out of style  we never go out of style"
"2190","Style","1989","you got that long hair  slicked back  white t shirt"
"2191","Style","1989","and i got that good girl faith and a tight little skirt"
"2192","Style","1989","and when we go crashing down  we come back every time"
"2193","Style","1989"," cause we never go out of style  we never go out of style"
"2194","Style","1989","so it goes"
"2195","Style","1989","he can not keep his wild eyes on the road  mmm "
"2196","Style","1989","takes me home"
"2197","Style","1989","the lights are off  he taking off his coat  mmm  yeah "
"2198","Style","1989","i say   i heard  oh"
"2199","Style","1989","that you have been out and about with some other girl "
"2200","Style","1989","some other girl"
"2201","Style","1989","he says   what you heard is true  but i"
"2202","Style","1989","can not stop thinking  bout you   and i"
"2203","Style","1989","i said   i have been there too a few times "
"2204","Style","1989"," cause you got that james dean daydream look in your eye"
"2205","Style","1989","and i got that red lip classic thing that you like"
"2206","Style","1989","and i got that good girl faith and a tight little skirt"
"2207","Style","1989"," a tight little skirt "
"2208","Style","1989","and when we go crashing down  we come back every time"
"2209","Style","1989"," cause we never go out of style  we never go  we never go "
"2210","Style","1989","we never go out of style"
"2211","Style","1989","take me home"
"2212","Style","1989","just take me home"
"2213","Style","1989","yeah  just take me home"
"2214","Style","1989","oh oh  whoa oh  oh"
"2215","Style","1989"," out of style "
"2216","Style","1989","oh  you got that james dean daydream look in your eye"
"2217","Style","1989","and i got that red lip classic thing that you like"
"2218","Style","1989","and when we go crashing down  and when we go "
"2219","Style","1989","we come back every time"
"2220","Style","1989"," cause we never go out of style  we never go out of style"
"2221","This Love","1989","clear blue water"
"2222","This Love","1989","high tide came and brought you in"
"2223","This Love","1989","and i could go on and on  on and on"
"2224","This Love","1989","and i will"
"2225","This Love","1989","skies grew darker"
"2226","This Love","1989","currents swept you out again"
"2227","This Love","1989","and you were just gone and gone  gone and gone"
"2228","This Love","1989","in silent screams and wildest dreams"
"2229","This Love","1989","i never dreamed of this"
"2230","This Love","1989","this love is good  this love is bad"
"2231","This Love","1989","this love is alive back from the dead  oh oh  oh"
"2232","This Love","1989","these hands had to let it go free  and"
"2233","This Love","1989","this love came back to me  oh oh  oh"
"2234","This Love","1989","oh oh  oh  oh oh  oh"
"2235","This Love","1989","tossing  turning"
"2236","This Love","1989","struggled through the night with someone new"
"2237","This Love","1989","and i could go on and on  on and on"
"2238","This Love","1989","lantern  burning"
"2239","This Love","1989","flickered in my mind  only you"
"2240","This Love","1989","but you were still gone  gone  gone"
"2241","This Love","1989","been losing grip  on sinking ships"
"2242","This Love","1989","you showed up just in time"
"2243","This Love","1989","this love is good  this love is bad"
"2244","This Love","1989","this love came back to me  oh oh  oh"
"2245","This Love","1989","this love left a permanent mark"
"2246","This Love","1989","this love is glowing in the dark  oh oh  oh"
"2247","This Love","1989","these hands had to let it go free  and"
"2248","This Love","1989","this love came back to me  oh oh  oh"
"2249","This Love","1989"," this love  this love  this love  this love  oh "
"2250","This Love","1989"," this love  this love  this love  this love  oh "
"2251","This Love","1989"," this love  this love  this love  this love  oh "
"2252","This Love","1989","your kiss  my cheek"
"2253","This Love","1989","i watched you leave"
"2254","This Love","1989","your smile  my ghost"
"2255","This Love","1989","i fell to my knees"
"2256","This Love","1989","when you are young  you just run"
"2257","This Love","1989","but you come back to what you need"
"2258","This Love","1989","this love is good  this love is bad"
"2259","This Love","1989","this love came back to me  oh oh  oh"
"2260","This Love","1989"," this love  this love left a permanent mark"
"2261","This Love","1989"," this love  this love is glowing in the dark  oh oh  oh"
"2262","This Love","1989"," this love  these hands had to let it go free  and"
"2263","This Love","1989"," this love  this love came back to me  oh oh  oh"
"2264","This Love","1989"," this love  this love  this love  this love  oh "
"2265","This Love","1989"," this love  this love  this love  this love  oh "
"2266","This Love","1989"," this love  this love  this love  this love "
"2267","This Love","1989","this love  this love came back to me  oh oh  oh"
"2268","Welcome to New York","1989","walking through a crowd  the village is aglow"
"2269","Welcome to New York","1989","kaleidoscope of loud heartbeats under coats"
"2270","Welcome to New York","1989","everybody here wanted something more"
"2271","Welcome to New York","1989","searching for a sound we had not heard before"
"2272","Welcome to New York","1989","and it said"
"2273","Welcome to New York","1989","welcome to new york  it been waiting for you"
"2274","Welcome to New York","1989","welcome to new york  welcome to new york"
"2275","Welcome to New York","1989","welcome to new york  it been waiting for you"
"2276","Welcome to New York","1989","welcome to new york  welcome to new york"
"2277","Welcome to New York","1989","it a new soundtrack  i could dance to this beat  beat  forevermore"
"2278","Welcome to New York","1989","the lights are so bright but they never blind me  me"
"2279","Welcome to New York","1989","welcome to new york  it been waiting for you"
"2280","Welcome to New York","1989","welcome to new york  welcome to new york"
"2281","Welcome to New York","1989","when we first dropped our bags on apartment floors"
"2282","Welcome to New York","1989","took our broken hearts  put them in a drawer"
"2283","Welcome to New York","1989","everybody here was someone else before"
"2284","Welcome to New York","1989","and you can want who you want"
"2285","Welcome to New York","1989","boys and boys and girls and girls"
"2286","Welcome to New York","1989","welcome to new york  it been waiting for you"
"2287","Welcome to New York","1989","it a new soundtrack  i could dance to this beat  beat  forevermore"
